,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Jamie George,Hooker,saracens,2019, 10 , 2 , 53 , 46 , 2 , 3 , 22 , 2 , 0 , 0 , 0 , 66 , 5 , 3 , 8 , 2 , 0 , 0 
Jonny Hill,Lock,exeter-chiefs,2019, 30 , 6 , 239 , 105 , 4 , 4 , 28 , 1 , 0 , 0 , 0 , 137 , 17 , 6 , 11 , 6 , 0 , 0 
Josh Navidi,Flanker 7,lions,2019,,,,,,,,,,,,,,,,,,
Justin Tipuric,Flanker 6,lions,2019,,,,,,,,,,,,,,,,,,
Ken Owens,Hooker,lions,2019,,,,,,,,,,,,,,,,,,
Luke Cowan-Dickie,Hooker,exeter-chiefs,2019, 15 , 3 , 166 , 75 , 7 , 4 , 20 , 4 , 0 , 0 , 0 , 67 , 9 , 6 , 6 , 5 , 0 , 0 
Mako Vunipola,Prop,saracens,2019, 10 , 2 , 93 , 47 , 2 , 1 , 8 , 0 , 0 , 0 , 0 , 37 , 6 , 3 , 0 , 1 , 0 , 0 
Maro Itoje,Lock 4,saracens,2019, 0 , 0 , 94 , 64 , 6 , 4 , 18 , 2 , 0 , 0 , 0 , 95 , 11 , 12 , 10 , 14 , 3 , 0 
Rory Sutherland,Prop,worcester,2019,,,,,,,,,,,,,,,,,,
Sam Simmonds,Number 8,exeter-chiefs,2019, 35 , 7 , 305 , 109 , 17 , 6 , 30 , 5 , 0 , 0 , 0 , 106 , 6 , 2 , 4 , 4 , 1 , 0 
Tadgh Beirne,Lock,munster,2019, 0 , 0 , 98 , 46 , 0 , 1 , 22 , 2 , 0 , 0 , 0 , 42 , 0 , 2 , 7 , 1 , 0 , 0 
Tadhg Furlong,Tighthead Prop,lions,2019,,,,,,,,,,,,,,,,,,
Tom Curry,Flanker 7,sale,2019, 5 , 1 , 104 , 44 , 5 , 3 , 21 , 2 , 1 , 0 , 0 , 139 , 11 , 7 , 5 , 6 , 0 , 0 
Wyn Jones,Prop,lions,2019,,,,,,,,,,,,,,,,,,
Zander Fagerson,Prop,lions,2019,,,,,,,,,,,,,,,,,,
Ali Price,Scrum half,lions,2019,,,,,,,,,,,,,,,,,,
Bundee Aki,Centre,connacht,2019, 10 , 2 , 139 , 57 , 11 , 4 , 35 , 5 , 1 , 0 , 0 , 61 , 6 , 5 , 3 , 6 , 0 , 0 
Chris Harris,Centre,gloucester,2019, 10 , 2 , 123 , 47 , 8 , 4 , 47 , 4 , 5 , 0 , 0 , 56 , 10 , 1 , 3 , 1 , 0 , 0 
Conor Murray,Scrum half,munster,2019, 0 , 0 , 31 , 21 , 1 , 0 , 561 , 1 , 54 , 0 , 0 , 29 , 4 , 3 , 7 , 3 , 0 , 0 
Dan Biggar,Fly half,lions,2019,,,,,,,,,,,,,,,,,,
Duhan van der Merwe,Wing,worcester,2019,,,,,,,,,,,,,,,,,,
Elliot Daly,Centre,saracens,2019, 5 , 0 , 189 , 34 , 9 , 5 , 20 , 7 , 15 , 1 , 1 , 10 , 1 , 2 , 12 , 1 , 0 , 0 
Finn Russell,Fly half,racing-92,2019, 10 , 2 , 42 , 16 , 7 , 3 , 61 , 6 , 29 , 0 , 0 , 12 , 7 , 1 , 6 , 0 , 0 , 0 
Gareth Davies,Scrum half,lions,2019,,,,,,,,,,,,,,,,,,
Josh Adams,Wing,lions,2019,,,,,,,,,,,,,,,,,,
Liam Williams,Wing,lions,2019,,,,,,,,,,,,,,,,,,
Louis Rees-Zammit,Wing,gloucester,2019, 35 , 7 , 304 , 49 , 14 , 16 , 18 , 7 , 7 , 0 , 0 , 46 , 9 , 2 , 6 , 0 , 0 , 0 
Marcus Smith,Fly half,harlequins,2019, 120 , 2 , 112 , 37 , 12 , 5 , 210 , 9 , 59 , 19 , 24 , 87 , 28 , 1 , 4 , 4 , 0 , 0 
Owen Farrell,Fly Half,saracens,2019, 68 , 0 , 43 , 26 , 2 , 1 , 130 , 13 , 39 , 16 , 12 , 62 , 7 , 0 , 4 , 1 , 0 , 0 
Robbie Henshaw,Centre,lions,2019,,,,,,,,,,,,,,,,,,
Stuart Hogg,Fullback,exeter-chiefs,2019, 5 , 1 , 360 , 92 , 29 , 10 , 28 , 5 , 34 , 0 , 0 , 17 , 8 , 3 , 13 , 1 , 0 , 0 
Allan Alaalatoa,Prop,brumbies,2019, 0 , 0 , 53 , 29 , 0 , 1 , 13 , 0 , 0 , 0 , 0 , 74 , 2 , 0 , 6 , 3 , 0 , 0 
Billy Pollard, Hooker,brumbies,2019,,,,,,,,,,,,,,,,,,
Connal McInerney,Hooker,brumbies,2019, 15 , 3 , 9 , 9 , 0 , 0 , 5 , 0 , 1 , 0 , 0 , 30 , 2 , 1 , 2 , 0 , 0 , 0 
Darcy Swain,Lock,brumbies,2019, 0 , 0 , 22 , 12 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 29 , 2 , 1 , 1 , 3 , 0 , 0 
Ed Kennedy,Flanker 6,brumbies,2019,,,,,,,,,,,,,,,,,,
Folau Fainga'a,Hooker,brumbies,2019, 25 , 5 , 91 , 46 , 2 , 2 , 33 , 3 , 0 , 0 , 0 , 50 , 2 , 0 , 16 , 5 , 0 , 0 
Jahrome Brown,Flanker 7,brumbies,2019, 0 , 0 , 72 , 28 , 2 , 1 , 12 , 1 , 0 , 0 , 0 , 52 , 8 , 3 , 1 , 2 , 0 , 0 
James Slipper,Prop,brumbies,2019, 5 , 1 , 45 , 22 , 1 , 1 , 7 , 0 , 0 , 0 , 0 , 39 , 1 , 2 , 4 , 3 , 0 , 0 
Luke Reimer, Hooker,brumbies,2019,,,,,,,,,,,,,,,,,,
Peter Samu,Flanker 7,brumbies,2019, 20 , 4 , 184 , 35 , 6 , 6 , 11 , 3 , 2 , 0 , 0 , 44 , 2 , 6 , 0 , 2 , 0 , 0 
Rob Valetini,Flanker 6,brumbies,2019, 0 , 0 , 73 , 23 , 3 , 0 , 3 , 1 , 0 , 0 , 0 , 56 , 2 , 2 , 3 , 2 , 0 , 0 
Scott Sio,Prop,brumbies,2019, 0 , 0 , 64 , 25 , 0 , 1 , 17 , 3 , 1 , 0 , 0 , 40 , 3 , 2 , 1 , 0 , 0 , 0 
Siaki Vikilani,Number 8,brumbies,2019,,,,,,,,,,,,,,,,,,
Sosefo Kautai,Prop,brumbies,2019,,,,,,,,,,,,,,,,,,
Tom Hooper,Lock 5,brumbies,2019,,,,,,,,,,,,,,,,,,
Andy Muirhead,Left Wing,brumbies,2019, 10 , 2 , 33 , 12 , 2 , 1 , 2 , 2 , 0 , 0 , 0 , 12 , 1 , 2 , 0 , 2 , 0 , 0 
Cadeyrn Neville,,brumbies,2019,,,,,,,,,,,,,,,,,,
Cameron Clark,Fullback,brumbies,2019,,,,,,,,,,,,,,,,,,
Chris Feauai-Sautia,Centre 12,brumbies,2019,,,,,,,,,,,,,,,,,,
Fred Kaihea,Fullback,brumbies,2019,,,,,,,,,,,,,,,,,,
Hudson Creighton,Fullback,brumbies,2019,,,,,,,,,,,,,,,,,,
Irae Simone,Centre,brumbies,2019, 15 , 3 , 172 , 41 , 9 , 4 , 44 , 5 , 11 , 0 , 0 , 59 , 8 , 0 , 5 , 1 , 0 , 0 
Jesse Mogg,Fullback,brumbies,2019,,,,,,,,,,,,,,,,,,
Lachie Albert,Scrum Half,brumbies,2019,,,,,,,,,,,,,,,,,,
Lachlan Lonergan,,brumbies,2019,,,,,,,,,,,,,,,,,,
Len Ikitau,Centre,brumbies,2019, 0 , 0 , 19 , 3 , 1 , 1 , 2 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 
Nic White,Scrum half,brumbies,2019,,,,,,,,,,,,,,,,,,
Nick Frost,,brumbies,2019,,,,,,,,,,,,,,,,,,
Noah Lolesio,,brumbies,2019,,,,,,,,,,,,,,,,,,
Ollie Sapsford,Wing,brumbies,2019,,,,,,,,,,,,,,,,,,
Rory Scott,Fullback,brumbies,2019,,,,,,,,,,,,,,,,,,
Ryan Lonergan,Scrum half,brumbies,2019, 0 , 0 , 0 , 0 , 0 , 0 , 24 , 0 , 4 , 0 , 0 , 5 , 2 , 0 , 1 , 0 , 0 , 0 
Thomas Banks,Fullback,brumbies,2019, 10 , 2 , 402 , 73 , 12 , 8 , 29 , 8 , 23 , 0 , 0 , 14 , 4 , 4 , 3 , 0 , 0 , 0 
Tom Ross,Fullback,brumbies,2019,,,,,,,,,,,,,,,,,,
Tom Wright,Centre,brumbies,2019, 5 , 1 , 179 , 20 , 12 , 4 , 6 , 3 , 1 , 0 , 0 , 6 , 0 , 1 , 3 , 2 , 0 , 0 
Marco van Staden,Blindside Flanker,leicester,2019,,,,,,,,,,,,,,,,,,
Johan Goosen,Fly Half,bulls,2019,,,,,,,,,,,,,,,,,,
Mihlali Mosi,Number 8,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Wandisile Simelane,Centre 13,bulls,2019,,,,,,,,,,,,,,,,,,
Ben Funnell,Hooker,canterbury,2019,,,,,,,,,,,,,,,,,,
Billy Harmon,Openside Flanker,highlanders,2019,,,,,,,,,,,,,,,,,,
Brodie McAlister,Hooker,crusaders,2019, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Corey Kellow,Openside Flanker,crusaders,2019,,,,,,,,,,,,,,,,,,
Cullen Grace,Lock 5,crusaders,2019,,,,,,,,,,,,,,,,,,
Dan Lienert-Brown,Prop,highlanders,2019, 0 , 0 , 5 , 4 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 23 , 3 , 2 , 0 , 3 , 0 , 0 
Finlay Brewis,Tighthead Prop,crusaders,2019,,,,,,,,,,,,,,,,,,
George Bell,Hooker,crusaders,2019,,,,,,,,,,,,,,,,,,
Luke Romano,Lock 4,canterbury,2019, 10 , 2 , 97 , 76 , 1 , 1 , 32 , 4 , 0 , 0 , 0 , 68 , 10 , 6 , 13 , 4 , 0 , 0 
Oli Jager,Prop,crusaders,2019, 0 , 0 , 8 , 6 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 4 , 0 , 1 , 1 , 3 , 0 , 0 
Owen Franks,Tighthead Prop,hurricanes,2019,,,,,,,,,,,,,,,,,,
Reed Prinsep,Blindside Flanker,hurricanes,2019, 0 , 0 , 81 , 48 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 52 , 7 , 3 , 1 , 2 , 0 , 0 
Tamaiti Williams,Tighthead Prop,crusaders,2019,,,,,,,,,,,,,,,,,,
Tom Christie,Flanker 7,crusaders,2019,,,,,,,,,,,,,,,,,,
Zach Gallagher,Lock 4,crusaders,2019,,,,,,,,,,,,,,,,,,
Alex Harford,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Blair Murray,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Braydon Ennor,Wing,crusaders,2019, 25 , 5 , 253 , 32 , 10 , 9 , 12 , 2 , 6 , 0 , 0 , 34 , 2 , 4 , 11 , 1 , 0 , 0 
Chay Fihaki,,crusaders,2019,,,,,,,,,,,,,,,,,,
Dallas McLeod,Wing,crusaders,2019,,,,,,,,,,,,,,,,,,
Dominic Gardiner,Fullback,crusaders,2019,,,,,,,,,,,,,,,,,,
Fergus Burke,Fly half,crusaders,2019,,,,,,,,,,,,,,,,,,
George Bridge,Wing,crusaders,2019, 0 , 0 , 295 , 62 , 13 , 4 , 24 , 8 , 15 , 0 , 0 , 30 , 3 , 2 , 4 , 1 , 0 , 0 
Isaiah Punivai,,crusaders,2019,,,,,,,,,,,,,,,,,,
Joe Brial ,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Joel Lam,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Jone Rova,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Liam Allen,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Manasa Mataele,Wing,canterbury,2019,,,,,,,,,,,,,,,,,,
Mitchell Drummond,Scrum half,crusaders,2019, 5 , 1 , 14 , 6 , 1 , 0 , 175 , 2 , 20 , 0 , 0 , 10 , 3 , 3 , 3 , 0 , 0 , 0 
Ngane Punivai,Wing,highlanders,2019,,,,,,,,,,,,,,,,,,
Rameka Poihipi,Centre,chiefs,2019,,,,,,,,,,,,,,,,,,
Sam Darry,,canterbury,2019,,,,,,,,,,,,,,,,,,
Seb Calder,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Shilo Klein,,crusaders,2019,,,,,,,,,,,,,,,,,,
Tom Heywood,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Wil Gualter,Fullback,canterbury,2019,,,,,,,,,,,,,,,,,,
Willi Heinz,Scrum half,worcester,2019,,,,,,,,,,,,,,,,,,
Corey Domachowski,Prop,cardiff-blues,2019, 5 , 1 , 23 , 26 , 0 , 0 , 9 , 1 , 0 , 0 , 0 , 14 , 1 , 0 , 2 , 5 , 0 , 0 
Dillon Lewis,Prop,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Dimitri Arhip,Prop,cardiff-blues,2019, 0 , 0 , 16 , 6 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 9 , 2 , 1 , 0 , 0 , 0 , 0 
James Botham,Blindside Flanker,cardiff-blues,2019, 5 , 1 , 0 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 
James Ratti,Lock,cardiff-blues,2019, 0 , 0 , 18 , 17 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 46 , 0 , 1 , 1 , 2 , 0 , 0 
Josh Turnbull,Flanker 7,cardiff-blues,2019, 5 , 1 , 99 , 49 , 0 , 1 , 13 , 0 , 0 , 0 , 0 , 84 , 4 , 4 , 10 , 8 , 0 , 0 
Kirby Myhill,Hooker,cardiff-blues,2019, 0 , 0 , 6 , 6 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 18 , 1 , 0 , 1 , 2 , 0 , 0 
Kristian Dacey,Hooker,cardiff-blues,2019, 0 , 0 , 27 , 12 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 23 , 0 , 1 , 2 , 0 , 0 , 0 
Liam Belcher,Hooker,cardiff-blues,2019, 5 , 1 , 51 , 27 , 1 , 1 , 25 , 2 , 0 , 0 , 0 , 40 , 6 , 8 , 8 , 4 , 0 , 0 
Lopeti Timani,Lock,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Matthew Screech,Lock,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Rhys Carre,Loosehead Prop,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Rory Thornton,Lock,cardiff-blues,2019, 0 , 0 , 38 , 22 , 1 , 1 , 11 , 2 , 0 , 0 , 0 , 41 , 5 , 0 , 3 , 3 , 1 , 0 
Seb Davies,Lock,cardiff-blues,2019, 0 , 0 , 36 , 25 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 31 , 1 , 1 , 6 , 6 , 1 , 0 
Shane Lewis-Hughes,Lock,cardiff-blues,2019, 5 , 1 , 80 , 32 , 1 , 1 , 5 , 0 , 0 , 0 , 0 , 62 , 3 , 5 , 2 , 5 , 0 , 0 
Thomas Young,Flanker 7,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Aled Summerhill,Wing,cardiff-blues,2019, 15 , 3 , 132 , 23 , 5 , 3 , 7 , 2 , 1 , 0 , 0 , 15 , 2 , 2 , 5 , 2 , 0 , 0 
Ben Thomas,Centre,cardiff-blues,2019, 0 , 0 , 48 , 9 , 3 , 1 , 12 , 0 , 2 , 0 , 0 , 17 , 0 , 3 , 1 , 0 , 0 , 0 
Jarrod Evans,Fly half,cardiff-blues,2019, 68 , 1 , 121 , 33 , 13 , 3 , 162 , 2 , 24 , 9 , 15 , 43 , 9 , 0 , 7 , 3 , 2 , 0 
Jason Harries,Wing,cardiff-blues,2019, 10 , 2 , 38 , 13 , 1 , 0 , 5 , 0 , 6 , 0 , 0 , 10 , 0 , 0 , 1 , 2 , 0 , 0 
Lloyd Williams,Scrum half,cardiff-blues,2019, 5 , 1 , 44 , 21 , 0 , 0 , 434 , 0 , 64 , 0 , 0 , 16 , 4 , 1 , 15 , 3 , 0 , 0 
Mason Grady,Fullback,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Max Llewellyn,Centre,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Reynold Lee-Lo,Centre,cardiff-blues,2019, 0 , 0 , 144 , 35 , 15 , 2 , 9 , 4 , 0 , 0 , 0 , 17 , 4 , 1 , 3 , 2 , 0 , 0 
Rhys Priestland,Fly half,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Theo Cabango,Right wing,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Tomos Williams,Scrum half,cardiff-blues,2019, 0 , 0 , 23 , 6 , 1 , 0 , 87 , 1 , 25 , 0 , 0 , 11 , 2 , 2 , 2 , 0 , 1 , 0 
Uilisi Halaholo,Outside centre,cardiff-blues,2019,,,,,,,,,,,,,,,,,,
Antoine Guillamon,Prop,castres,2019,,,,,,,,,,,,,,,,,,
Antoine Tichit,Prop,castres,2019,,,,,,,,,,,,,,,,,,
Baptiste Delaporte,Flanker 7,castres,2019,,,,,,,,,,,,,,,,,,
Florent Vanverberghe,Number 8,castres,2019,,,,,,,,,,,,,,,,,,
Gaeton Barlot, Hooker,castres,2019,,,,,,,,,,,,,,,,,,
Jack Whetton,Lock,castres,2019,,,,,,,,,,,,,,,,,,
Josaia Raisuqe,Openside flanker,castres,2019,,,,,,,,,,,,,,,,,,
Julius Nostadt,Prop,castres,2019,,,,,,,,,,,,,,,,,,
Kevin Kornath,Flanker 6,castres,2019,,,,,,,,,,,,,,,,,,
Loic Jacquet,Lock,castres,2019,,,,,,,,,,,,,,,,,,
Mateaki Kafatolu,Flanker 6,castres,2019,,,,,,,,,,,,,,,,,,
Matthew Tierney,Prop,castres,2019,,,,,,,,,,,,,,,,,,
Nick Champion de Crespigny,Blindside flanker,castres,2019,,,,,,,,,,,,,,,,,,
Paula Ngauamo,Hooker,castres,2019,,,,,,,,,,,,,,,,,,
Teariki Ben-Nicholas,Number 8,castres,2019,,,,,,,,,,,,,,,,,,
Theo Hannoyer,Lock 4,castres,2019,,,,,,,,,,,,,,,,,,
Thomas Staniforth,Lock,castres,2019,,,,,,,,,,,,,,,,,,
Tyler Ardron,Lock,castres,2019,,,,,,,,,,,,,,,,,,
Wayan De Benedittis ,Loose head prop,castres,2019,,,,,,,,,,,,,,,,,,
Wilfrid Hounkpatin,Prop,castres,2019,,,,,,,,,,,,,,,,,,
Adrea Cocagi,Centre,castres,2019,,,,,,,,,,,,,,,,,,
Antoine Zeghdar,Wing,castres,2019,,,,,,,,,,,,,,,,,,
Bastien Guillemin,Wing,castres,2019,,,,,,,,,,,,,,,,,,
Ben Botica,Fly half,castres,2019,,,,,,,,,,,,,,,,,,
Benjamin Urdapilleta,Fly half,castres,2019,,,,,,,,,,,,,,,,,,
Brice Humbert,Fullback,castres,2019,,,,,,,,,,,,,,,,,,
Filipo Nakosi,Wing,castres,2019,,,,,,,,,,,,,,,,,,
Hugo Hermet,Fullback,castres,2019,,,,,,,,,,,,,,,,,,
Jeremy Fernandez,Fullback,castres,2019,,,,,,,,,,,,,,,,,,
Louis Le Brun,Fullback,castres,2019,,,,,,,,,,,,,,,,,,
Martin Laveau,Wing,castres,2019,,,,,,,,,,,,,,,,,,
Pierre Aguillon,Centre,castres,2019,,,,,,,,,,,,,,,,,,
Pierre Colonna,Fullback,castres,2019,,,,,,,,,,,,,,,,,,
Rory Kockott,Scrum half,castres,2019,,,,,,,,,,,,,,,,,,
Ryno Pieterse,,castres,2019,,,,,,,,,,,,,,,,,,
Santiago Arata,Scrum half,castres,2019,,,,,,,,,,,,,,,,,,
Simon Meka,Fullback,castres,2019,,,,,,,,,,,,,,,,,,
Thomas Combezou,Centre,castres,2019,,,,,,,,,,,,,,,,,,
Thomas Larregain,Fullback,castres,2019,,,,,,,,,,,,,,,,,,
Vilimoni Botitu,Inside centre,castres,2019,,,,,,,,,,,,,,,,,,
Aidon Davis,Flanker 7,cheetahs-1,2019, 0 , 0 , 15 , 5 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 4 , 0 , 1 , 1 , 1 , 0 , 0 
Alulutho Tshakweni,Prop,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Anidisa Ntsila,Flanker 6,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Aranos Coetzee,Prop,cheetahs-1,2019, 0 , 0 , 17 , 10 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 28 , 2 , 0 , 0 , 4 , 0 , 0 
Conraad Van Vuuren,Prop,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
George Cronje,Openside flanker,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Louis Van Der Westhuizen,Hooker,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Marnus van der Merwe,Hooker,cheetahs-1,2019, 0 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 
Rynier Bernardo,Lock 5,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Schalk Ferreira,Prop,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Victor Sekekete,Lock,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Wilmar Arnoldi,Hooker,cheetahs-1,2019, 5 , 1 , 23 , 11 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 9 , 0 , 1 , 2 , 0 , 0 , 0 
Brandon Thomson,Fly half,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Cameron Dawson,,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Christopher Smit,Fly half,cheetahs-1,2019, 0 , 0 , 1 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Clayton Blommetjies,Fullback,cheetahs-1,2019, 10 , 2 , 116 , 30 , 4 , 2 , 14 , 3 , 3 , 0 , 0 , 12 , 8 , 2 , 5 , 3 , 0 , 0 
Cohan Jasper,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Craig Barry,Wing,cheetahs-1,2019, 0 , 0 , 9 , 4 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Damien Hoyland,Wing,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Dandré Delport,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Daniel Kasende,,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
David Brits,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Duncan Saal,Right Wing,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Enver Brandt,,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Evardi Boshoff,Outside centre,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Frans Steyn,Centre,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Janus Venter,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Jeandre Rudolph,,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Malcolm Jaer,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Ockie Barnard,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Reinhardt Fortuin,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Rewan Kruger,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Robert Ebersohn,Centre,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Rosko Speckman,Left Wing,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Ruan Pienaar,Scrum Half,cheetahs-1,2019, 56 , 1 , 68 , 10 , 4 , 3 , 375 , 2 , 20 , 18 , 5 , 32 , 1 , 1 , 5 , 0 , 0 , 0 
Sergio Moreira,Fullback,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Siya Masuku,Fly half,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Stephen Fitzgerald,Wing,cheetahs-1,2019,,,,,,,,,,,,,,,,,,
Angus Taavao-Matau,Prop,chiefs,2019, 10 , 2 , 46 , 18 , 0 , 1 , 16 , 4 , 0 , 0 , 0 , 34 , 3 , 0 , 2 , 1 , 0 , 0 
Atu Moli,Prop,chiefs,2019, 5 , 1 , 61 , 29 , 2 , 1 , 12 , 2 , 0 , 0 , 0 , 35 , 9 , 0 , 2 , 4 , 0 , 0 
Bradley Slater,Hooker,chiefs,2019, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Brodie Retallick,Lock,chiefs,2019, 0 , 0 , 31 , 19 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 16 , 0 , 1 , 3 , 2 , 0 , 0 
George Dyer,Tighthead Prop,chiefs,2019,,,,,,,,,,,,,,,,,,
Hamilton Burr,Blindside Flanker,chiefs,2019,,,,,,,,,,,,,,,,,,
Kaylum Boshier,Flanker 6,chiefs,2019,,,,,,,,,,,,,,,,,,
Laghlan McWhannell,Lock,chiefs,2019,,,,,,,,,,,,,,,,,,
Luke Jacobson,Flanker 6,chiefs,2019, 5 , 1 , 54 , 14 , 1 , 2 , 10 , 2 , 0 , 0 , 0 , 30 , 1 , 3 , 1 , 3 , 0 , 0 
Mitchell Brown,Flanker 6,chiefs,2019, 0 , 0 , 7 , 10 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 26 , 1 , 4 , 2 , 0 , 0 , 0 
Mitchell Jacobson,Openside Flanker,chiefs,2019, 0 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 16 , 0 , 1 , 1 , 0 , 0 , 0 
Ollie Norris,Prop,chiefs,2019,,,,,,,,,,,,,,,,,,
Pita Sowakula,Flanker 6,chiefs,2019, 5 , 1 , 148 , 46 , 3 , 8 , 24 , 5 , 0 , 0 , 0 , 80 , 5 , 3 , 8 , 2 , 0 , 0 
Reuben O'Neill,Prop,chiefs,2019,,,,,,,,,,,,,,,,,,
Sam Cane,Openside Flanker,chiefs,2019, 5 , 1 , 31 , 24 , 2 , 1 , 17 , 1 , 0 , 0 , 0 , 57 , 3 , 6 , 4 , 1 , 0 , 0 
Samipeni Finau,Blindside Flanker,chiefs,2019,,,,,,,,,,,,,,,,,,
Samisoni Taukei'aho,Hooker,chiefs,2019, 5 , 1 , 39 , 13 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 23 , 0 , 3 , 4 , 1 , 0 , 0 
Simon Parker,Number 8,chiefs,2019,,,,,,,,,,,,,,,,,,
Sione Mafileo,Prop,chiefs,2019,,,,,,,,,,,,,,,,,,
Solomone Tukuafu,Tighthead Prop,chiefs,2019,,,,,,,,,,,,,,,,,,
Tom Florence,Flanker 7,chiefs,2019,,,,,,,,,,,,,,,,,,
Tupou Vaai,Lock 4,chiefs,2019,,,,,,,,,,,,,,,,,,
Alex Nankivell,Centre,chiefs,2019, 0 , 0 , 134 , 24 , 2 , 4 , 13 , 3 , 3 , 0 , 0 , 19 , 1 , 0 , 5 , 4 , 0 , 0 
Anton Lienert-Brown,Centre,chiefs,2019, 10 , 2 , 187 , 67 , 6 , 7 , 29 , 4 , 11 , 0 , 0 , 56 , 3 , 5 , 7 , 1 , 0 , 0 
