,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Maile Ngauamo,,tonga,2021, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 0 , 0 
Mali Hingano,Centre,tonga,2021, 0 , 0 , 12 , 7 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 15 , 2 , 0 , 1 , 3 , 0 , 0 
Malietoa Hingano,,tonga,2021,,,,,,,,,,,,,,,,,,
Nafi Tu'itavake,Right Wing,tonga,2021, 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 
Nikolai Foliaki,Centre,tonga,2021, 0 , 0 , 16 , 10 , 0 , 0 , 6 , 0 , 2 , 0 , 0 , 22 , 4 , 0 , 3 , 0 , 0 , 0 
Oliver Zono,Fly half,tonga,2021,,,,,,,,,,,,,,,,,,
Penikolo Latu,Wing,tonga,2021, 0 , 0 , 7 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 15 , 4 , 1 , 4 , 0 , 0 , 0 
Robbie Fruean,Centre,tonga,2021,,,,,,,,,,,,,,,,,,
Sam Vaka,Centre,tonga,2021,,,,,,,,,,,,,,,,,,
Setefano Funaki,,tonga,2021, 0 , 0 , 9 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 12 , 2 , 1 , 0 , 1 , 0 , 0 
Solomone Kata,,tonga,2021, 0 , 0 , 9 , 6 , 1 , 0 , 1 , 1 , 0 , 0 , 0 , 3 , 4 , 0 , 2 , 3 , 1 , 0 
Sonatane Takulua,Scrum half,tonga,2021, 3 , 0 , 16 , 12 , 1 , 0 , 198 , 2 , 16 , 0 , 1 , 25 , 5 , 0 , 4 , 1 , 0 , 0 
Tau Koloamatangi,Fullback,tonga,2021,,,,,,,,,,,,,,,,,,
Telusa Veainu,Wing,tonga,2021, 0 , 0 , 35 , 6 , 2 , 0 , 3 , 0 , 2 , 0 , 0 , 5 , 3 , 3 , 2 , 1 , 0 , 0 
Vaea Tutuila Vaea,Inside centre,tonga,2021,,,,,,,,,,,,,,,,,,
Viliami Fine,Fullback,tonga,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 1 , 0 , 1 
Viliami Taulani,Fly Half,tonga,2021, 0 , 0 , 4 , 6 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 10 , 3 , 1 , 4 , 0 , 0 , 0 
Walter Fifita,,tonga,2021, 0 , 0 , 38 , 14 , 1 , 0 , 4 , 3 , 0 , 0 , 0 , 5 , 4 , 1 , 1 , 1 , 1 , 0 
Adrian Motoc,Lock,romania,2021, 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 0 , 2 , 0 , 0 , 0 
Alex Gordas,Prop,romania,2021,,,,,,,,,,,,,,,,,,
Alexandru Savin,Prop,romania,2021, 0 , 0 , 5 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 1 , 2 , 0 , 0 
Alexandru Tarus,Prop,romania,2021, 0 , 0 , 3 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 1 , 0 , 0 
Constantin Pristavita,Prop,romania,2021,,,,,,,,,,,,,,,,,,
Costel Burtila,Tighthead Prop,romania,2021,,,,,,,,,,,,,,,,,,
Cristian Chirica,Number 8,romania,2021, 0 , 0 , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 2 , 1 , 0 , 2 , 1 , 0 
Dragos Ser,Openside Flanker,romania,2021,,,,,,,,,,,,,,,,,,
Florin Bardasu,Hooker,romania,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 1 , 1 , 0 , 0 , 0 
Marius Antonescu,Lock,romania,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 2 , 1 , 0 
Marius Iftimiciuc,Lock,romania,2021,,,,,,,,,,,,,,,,,,
Mihai Macovei,Flanker 7,romania,2021, 0 , 0 , 2 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 7 , 2 , 0 , 0 , 1 , 0 , 0 
Ovidiu Cojocaru,Hooker,romania,2021,,,,,,,,,,,,,,,,,,
Alexandru Bucur,Wing,romania,2021, 0 , 0 , 1 , 2 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 13 , 3 , 1 , 0 , 0 , 0 , 0 
Andrei Gorin,,romania,2021, 0 , 0 , -2 , 5 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 13 , 0 , 0 , 0 , 1 , 0 , 0 
Balan Vasile,Fly Half,romania,2021,,,,,,,,,,,,,,,,,,
Daniel Plai,Fly half,romania,2021, 0 , 0 , 4 , 3 , 0 , 0 , 4 , 0 , 6 , 0 , 0 , 14 , 2 , 2 , 1 , 1 , 0 , 0 
Florian Rosu,Fullback,romania,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 1 , 1 , 2 , 0 , 0 
Florin Surugiu,Scrum half,romania,2021, 0 , 0 , 1 , 1 , 0 , 0 , 9 , 0 , 3 , 0 , 0 , 3 , 1 , 0 , 0 , 1 , 0 , 0 
Gabriel Rupanu,Centre 13,romania,2021, 0 , 0 , 0 , 0 , 0 , 0 , 18 , 0 , 4 , 0 , 0 , 3 , 1 , 0 , 1 , 0 , 0 , 0 
Hinckley Vovasa,Outside centre,romania,2021,,,,,,,,,,,,,,,,,,
Ionel Melinte,Fullback,romania,2021, 9 , 0 , 4 , 2 , 1 , 0 , 1 , 0 , 4 , 0 , 3 , 5 , 0 , 0 , 2 , 0 , 0 , 0 
Ionut Dumitru,Wing,romania,2021, 0 , 0 , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Jason Tomane,Inside centre,romania,2021,,,,,,,,,,,,,,,,,,
Marius Simionescu,Fullback,romania,2021,,,,,,,,,,,,,,,,,,
Nicolas Onutu,Left Wing,romania,2021,,,,,,,,,,,,,,,,,,
Popa Vlad,Left Wing,romania,2021,,,,,,,,,,,,,,,,,,
Tudor Boldor,Wing,romania,2021,,,,,,,,,,,,,,,,,,
Tudor Butnariu,Fullback,romania,2021,,,,,,,,,,,,,,,,,,
Aaron Wainwright,Flanker 7,wales,2021, 0 , 0 , 104 , 46 , 3 , 1 , 19 , 2 , 2 , 0 , 0 , 61 , 9 , 4 , 6 , 5 , 0 , 0 
Adam Beard,Lock,wales,2021, 0 , 0 , 26 , 23 , 0 , 0 , 17 , 0 , 0 , 0 , 0 , 53 , 7 , 4 , 4 , 5 , 0 , 0 
Alun Wyn Jones,Lock,wales,2021, 0 , 0 , 11 , 23 , 0 , 0 , 7 , 0 , 1 , 0 , 0 , 64 , 10 , 2 , 2 , 6 , 0 , 0 
Ben Carter,Lock 4,wales,2021, 0 , 0 , 24 , 21 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 36 , 3 , 2 , 2 , 1 , 0 , 0 
Bradley Roberts,Hooker,wales,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 0 , 0 
Christ Tshiunza ,Lock,wales,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 1 , 0 , 0 
Dan Lydiate,Flanker 6,wales,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 
Dewi Lake,Hooker,wales,2021,,,,,,,,,,,,,,,,,,
Dillon Lewis,Prop,wales,2021, 0 , 0 , 21 , 22 , 0 , 0 , 12 , 0 , 0 , 0 , 0 , 28 , 2 , 2 , 1 , 2 , 1 , 0 
Ellis Jenkins,Openside Flanker,wales,2021, 0 , 0 , 31 , 17 , 1 , 2 , 16 , 3 , 0 , 0 , 0 , 25 , 2 , 6 , 1 , 2 , 0 , 0 
Gareth Thomas,Loosehead Prop,wales,2021, 0 , 0 , 18 , 11 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 29 , 3 , 1 , 0 , 5 , 1 , 0 
Jac Morgan,Flanker 7,wales,2021,,,,,,,,,,,,,,,,,,
James Ratti,Lock,wales,2021,,,,,,,,,,,,,,,,,,
Josh Navidi,Flanker 7,wales,2021, 5 , 1 , 4 , 20 , 0 , 0 , 19 , 2 , 0 , 0 , 0 , 57 , 5 , 2 , 4 , 4 , 0 , 0 
Leon Brown,Prop,wales,2021, 0 , 0 , 10 , 6 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 27 , 3 , 0 , 1 , 1 , 0 , 0 
Rhys Carre,Loosehead Prop,wales,2021, 0 , 0 , 4 , 7 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 17 , 5 , 1 , 1 , 3 , 1 , 0 
Ross Moriarty,Number 8,wales,2021, 0 , 0 , 40 , 23 , 4 , 1 , 11 , 3 , 0 , 0 , 0 , 49 , 6 , 2 , 1 , 2 , 0 , 0 
Ryan Elias,Hooker,wales,2021, 15 , 3 , 56 , 30 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 48 , 3 , 2 , 15 , 3 , 0 , 0 
Seb Davies,Lock,wales,2021, 0 , 0 , 20 , 14 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 32 , 2 , 0 , 3 , 1 , 0 , 0 
Taine Basham,Flanker 7,wales,2021, 10 , 2 , 77 , 38 , 3 , 2 , 8 , 1 , 0 , 0 , 0 , 71 , 10 , 7 , 10 , 6 , 0 , 0 
Taulupe Faletau,Flanker 7,wales,2021, 5 , 1 , 55 , 51 , 1 , 1 , 12 , 1 , 0 , 0 , 0 , 63 , 7 , 1 , 1 , 1 , 1 , 0 
Tomas Francis,Tighthead Prop,wales,2021, 0 , 0 , 10 , 11 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 60 , 13 , 0 , 0 , 9 , 0 , 0 
Tommy Reffell,Flanker 7,wales,2021,,,,,,,,,,,,,,,,,,
Will Rowlands,Lock,wales,2021, 10 , 2 , 62 , 43 , 0 , 1 , 8 , 2 , 0 , 0 , 0 , 67 , 6 , 3 , 1 , 3 , 0 , 0 
Wyn Jones,Prop,wales,2021, 5 , 1 , 49 , 36 , 0 , 0 , 15 , 0 , 0 , 0 , 0 , 48 , 8 , 2 , 5 , 8 , 0 , 0 
Alex Cuthbert,Wing,wales,2021, 5 , 1 , 15 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 5 , 2 , 0 , 1 , 0 , 0 , 0 
Callum Sheedy,Fly half,wales,2021, 48 , 1 , 24 , 9 , 6 , 4 , 78 , 2 , 14 , 14 , 5 , 22 , 9 , 1 , 5 , 2 , 0 , 0 
Dan Biggar,Fly half,wales,2021, 74 , 1 , 18 , 20 , 0 , 0 , 142 , 4 , 45 , 12 , 15 , 50 , 13 , 0 , 6 , 4 , 0 , 0 
Gareth Anscombe,Fly half,wales,2021, 6 , 0 , 6 , 5 , 0 , 0 , 19 , 1 , 4 , 0 , 2 , 6 , 2 , 0 , 2 , 0 , 0 , 0 
Gareth Davies,Scrum half,wales,2021, 0 , 0 , 6 , 7 , 0 , 1 , 192 , 2 , 25 , 0 , 0 , 14 , 12 , 0 , 2 , 2 , 0 , 0 
George North,Left Wing,wales,2021, 10 , 2 , 50 , 28 , 2 , 2 , 14 , 2 , 0 , 0 , 0 , 22 , 2 , 2 , 2 , 2 , 0 , 0 
Johnny McNicholl,Fullback,wales,2021, 0 , 0 , 55 , 27 , 2 , 0 , 12 , 4 , 3 , 0 , 0 , 6 , 3 , 1 , 3 , 1 , 0 , 0 
Jonathan Davies,Centre 13,wales,2021, 0 , 0 , 72 , 41 , 1 , 1 , 43 , 5 , 6 , 0 , 0 , 39 , 6 , 5 , 5 , 2 , 0 , 0 
Josh Adams,Wing,wales,2021, 10 , 2 , 53 , 34 , 3 , 1 , 17 , 3 , 9 , 0 , 0 , 22 , 6 , 2 , 4 , 1 , 0 , 0 
Kieran Hardy,Scrum half,wales,2021, 10 , 2 , 19 , 19 , 0 , 2 , 175 , 0 , 30 , 0 , 0 , 22 , 0 , 0 , 7 , 5 , 0 , 0 
Liam Williams,Wing,wales,2021, 20 , 4 , 102 , 45 , 6 , 2 , 32 , 5 , 12 , 0 , 0 , 15 , 7 , 2 , 7 , 2 , 1 , 0 
Louis Rees-Zammit,Wing,wales,2021, 25 , 5 , 170 , 31 , 5 , 6 , 15 , 5 , 12 , 0 , 0 , 28 , 9 , 2 , 7 , 2 , 0 , 0 
Nick Tompkins,Centre,wales,2021, 5 , 1 , 90 , 40 , 9 , 2 , 52 , 12 , 6 , 0 , 0 , 52 , 14 , 8 , 11 , 5 , 0 , 0 
Owen Watkin,Centre,wales,2021, 0 , 0 , 13 , 8 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 11 , 4 , 1 , 1 , 1 , 0 , 0 
Rhys Priestland,Fly half,wales,2021, 8 , 0 , 5 , 2 , 0 , 0 , 23 , 1 , 5 , 1 , 2 , 2 , 1 , 0 , 0 , 1 , 0 , 0 
Sam Wainwright,,wales,2021,,,,,,,,,,,,,,,,,,
Tomos Williams,Scrum half,wales,2021, 15 , 3 , 70 , 31 , 10 , 1 , 353 , 10 , 53 , 0 , 0 , 45 , 9 , 4 , 2 , 2 , 0 , 0 
Allan Alaalatoa,Prop,australia,2021, 5 , 1 , 35 , 24 , 0 , 0 , 14 , 1 , 0 , 0 , 0 , 48 , 5 , 2 , 2 , 6 , 1 , 0 
Darcy Swain,Lock,australia,2021, 0 , 0 , 15 , 14 , 0 , 0 , 10 , 3 , 0 , 0 , 0 , 26 , 4 , 6 , 3 , 6 , 0 , 0 
David Porecki,Hooker,australia,2021,,,,,,,,,,,,,,,,,,
Folau Fainga'a,Hooker,australia,2021, 10 , 2 , 48 , 21 , 1 , 0 , 46 , 6 , 0 , 0 , 0 , 54 , 4 , 3 , 12 , 5 , 1 , 0 
Fraser McReight,Flanker 7,australia,2021,,,,,,,,,,,,,,,,,,
Harry Wilson,Lock,australia,2021, 0 , 0 , 33 , 23 , 0 , 0 , 8 , 2 , 0 , 0 , 0 , 31 , 3 , 1 , 3 , 3 , 0 , 0 
James Slipper,Prop,australia,2021, 0 , 0 , 55 , 40 , 1 , 0 , 15 , 1 , 0 , 0 , 0 , 67 , 9 , 2 , 2 , 8 , 0 , 0 
Jed Holloway,Number 8,australia,2021,,,,,,,,,,,,,,,,,,
Matt Gibbon,Prop,australia,2021,,,,,,,,,,,,,,,,,,
Matt Philip,Lock,australia,2021, 0 , 0 , 77 , 50 , 2 , 0 , 24 , 3 , 0 , 0 , 0 , 46 , 8 , 2 , 4 , 11 , 1 , 0 
Michael Hooper,Openside Flanker,australia,2021, 10 , 2 , 121 , 58 , 5 , 3 , 79 , 5 , 2 , 0 , 0 , 118 , 11 , 16 , 6 , 13 , 1 , 0 
Ned Hanigan,Lock,australia,2021,,,,,,,,,,,,,,,,,,
Peter Samu,Flanker 7,australia,2021, 0 , 0 , 75 , 19 , 2 , 2 , 11 , 2 , 0 , 0 , 0 , 17 , 0 , 0 , 3 , 2 , 0 , 0 
Pone Fa'amausili,Prop,australia,2021,,,,,,,,,,,,,,,,,,
Rob Valetini,Flanker 6,australia,2021, 0 , 0 , 235 , 81 , 4 , 1 , 33 , 4 , 0 , 0 , 0 , 91 , 8 , 4 , 9 , 7 , 0 , 1 
Robert Leota,Flanker 7,australia,2021, 10 , 2 , 38 , 28 , 4 , 1 , 6 , 0 , 0 , 0 , 0 , 22 , 0 , 1 , 1 , 1 , 0 , 0 
Rory Arnold,Lock,australia,2021, 0 , 0 , 7 , 3 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 8 , 2 , 1 , 2 , 1 , 0 , 0 
Scott Sio,Prop,australia,2021, 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Taniela Tupou,Prop,australia,2021, 10 , 2 , 116 , 34 , 10 , 2 , 16 , 4 , 0 , 0 , 0 , 28 , 7 , 0 , 5 , 7 , 0 , 0 
Andrew Kellaway,Fullback,australia,2021, 40 , 8 , 165 , 52 , 15 , 4 , 27 , 6 , 16 , 0 , 0 , 33 , 6 , 1 , 7 , 5 , 0 , 0 
Angus Bell,,australia,2021, 0 , 0 , 76 , 51 , 2 , 0 , 19 , 3 , 0 , 0 , 0 , 31 , 0 , 0 , 2 , 12 , 1 , 0 
Bernard Foley,Fly half,australia,2021,,,,,,,,,,,,,,,,,,
Cadeyrn Neville,,australia,2021,,,,,,,,,,,,,,,,,,
Hunter Paisami,Centre,australia,2021, 0 , 0 , 209 , 57 , 9 , 5 , 37 , 6 , 7 , 0 , 0 , 33 , 5 , 3 , 14 , 5 , 0 , 0 
Irae Simone,Centre,australia,2021,,,,,,,,,,,,,,,,,,
Izaia Perese,Wing,australia,2021, 0 , 0 , 11 , 4 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 5 , 1 , 0 , 2 , 0 , 0 , 0 
Jake Gordon,Scrum half,australia,2021, 5 , 1 , 18 , 10 , 0 , 0 , 139 , 4 , 9 , 0 , 0 , 17 , 3 , 1 , 4 , 1 , 0 , 0 
James O'Connor,Fullback,australia,2021, 38 , 0 , 58 , 20 , 4 , 0 , 55 , 1 , 20 , 4 , 10 , 17 , 3 , 0 , 3 , 2 , 0 , 0 
Jock Campbell,Wing,australia,2021,,,,,,,,,,,,,,,,,,
Jordan Petaia,Wing,australia,2021, 5 , 1 , 30 , 9 , 1 , 0 , 6 , 0 , 1 , 0 , 0 , 10 , 0 , 0 , 3 , 2 , 0 , 0 
Lachlan Lonergan,,australia,2021, 0 , 0 , 4 , 8 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 6 , 2 , 1 , 4 , 0 , 0 , 0 
Lalakai Foketi,Centre,australia,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Len Ikitau,Centre,australia,2021, 10 , 2 , 158 , 51 , 7 , 2 , 29 , 7 , 15 , 0 , 0 , 35 , 10 , 3 , 6 , 4 , 0 , 0 
Marika Koroibete,Wing,australia,2021, 10 , 2 , 301 , 60 , 20 , 5 , 29 , 4 , 3 , 0 , 0 , 21 , 7 , 1 , 9 , 5 , 0 , 1 
Nic White,Scrum half,australia,2021, 10 , 2 , 43 , 20 , 2 , 0 , 354 , 5 , 40 , 0 , 0 , 36 , 3 , 4 , 6 , 2 , 0 , 0 
Nick Frost,,australia,2021,,,,,,,,,,,,,,,,,,
Noah Lolesio,,australia,2021, 59 , 1 , 40 , 19 , 1 , 1 , 114 , 3 , 18 , 9 , 12 , 22 , 7 , 2 , 4 , 2 , 0 , 0 
Quade Cooper,Fly half,australia,2021, 54 , 0 , 24 , 17 , 4 , 0 , 70 , 6 , 27 , 9 , 12 , 31 , 5 , 1 , 5 , 3 , 0 , 0 
Reece Hodge,Fullback,australia,2021, 9 , 1 , 63 , 25 , 3 , 1 , 16 , 0 , 15 , 2 , 0 , 17 , 5 , 3 , 7 , 1 , 0 , 0 
Samu Kerevi,Centre,australia,2021, 10 , 2 , 186 , 60 , 17 , 7 , 43 , 13 , 3 , 0 , 0 , 18 , 2 , 2 , 3 , 2 , 0 , 0 
Suliasi Vunivalu,Right Wing,australia,2021,,,,,,,,,,,,,,,,,,
Tate McDermott,Scrum half,australia,2021, 12 , 2 , 108 , 34 , 9 , 4 , 328 , 3 , 25 , 1 , 0 , 14 , 4 , 0 , 6 , 3 , 0 , 0 
Thomas Banks,Fullback,australia,2021, 5 , 1 , 190 , 53 , 4 , 5 , 44 , 9 , 17 , 0 , 0 , 11 , 6 , 4 , 10 , 3 , 0 , 0 
Tom Wright,Centre,australia,2021, 5 , 1 , 69 , 30 , 5 , 1 , 18 , 3 , 6 , 0 , 0 , 22 , 4 , 5 , 9 , 3 , 1 , 0 
Albert Tuisue,Lock,fiji,2021, 5 , 1 , 16 , 19 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 21 , 3 , 1 , 0 , 4 , 1 , 0 
Alex Rogers,Prop,fiji,2021,,,,,,,,,,,,,,,,,,
Api Ratuniyarawa,Lock,fiji,2021, 0 , 0 , 2 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 15 , 2 , 0 , 1 , 3 , 0 , 0 
Donncha O'Callaghan,Lock,fiji,2021,,,,,,,,,,,,,,,,,,
Eroni Mawi,Prop,fiji,2021, 0 , 0 , 9 , 6 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 10 , 3 , 0 , 0 , 2 , 1 , 0 
Jacob Rowan,Flanker 7,fiji,2021,,,,,,,,,,,,,,,,,,
Johnny Dyer,Blindside Flanker,fiji,2021, 0 , 0 , 16 , 13 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 15 , 1 , 7 , 0 , 4 , 0 , 0 
Julian Salvi,Flanker 7,fiji,2021,,,,,,,,,,,,,,,,,,
Kitione Kamikamica,Lock,fiji,2021, 0 , 0 , 1 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 
Leone Nakarawa,Lock,fiji,2021, 0 , 0 , 24 , 20 , 1 , 0 , 6 , 6 , 0 , 0 , 0 , 12 , 3 , 0 , 4 , 3 , 1 , 0 
Mesulame Dolokoto,Hooker,fiji,2021, 0 , 0 , 2 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 0 , 0 , 0 
Paul Doran-Jones,Prop,fiji,2021,,,,,,,,,,,,,,,,,,
Peceli Yato,Number 8,fiji,2021, 0 , 0 , 38 , 10 , 2 , 1 , 3 , 0 , 0 , 0 , 0 , 14 , 1 , 0 , 7 , 0 , 0 , 0 
Peni Ravai,Prop,fiji,2021, 5 , 1 , 29 , 11 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 11 , 5 , 0 , 1 , 1 , 0 , 0 
Samuel Matavesi,Hooker,fiji,2021, 0 , 0 , 24 , 14 , 1 , 0 , 12 , 5 , 1 , 0 , 0 , 35 , 5 , 4 , 10 , 0 , 0 , 0 
Scott Lawson,Hooker,fiji,2021,,,,,,,,,,,,,,,,,,
Temo Mayanavanua,Lock,fiji,2021, 0 , 0 , 17 , 16 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 22 , 10 , 1 , 2 , 0 , 0 , 0 
Tevita Ratuva,Flanker 6,fiji,2021, 0 , 0 , 14 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 2 , 1 , 0 , 0 
Thomas Waldrom,Number 8,fiji,2021,,,,,,,,,,,,,,,,,,
Viliame Mata,Number 8,fiji,2021, 0 , 0 , 24 , 10 , 1 , 1 , 2 , 2 , 0 , 0 , 0 , 11 , 7 , 1 , 1 , 0 , 0 , 0 
Aminiasi Tuimaba,Fullback,fiji,2021, 0 , 0 , 12 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Apisai Naqalevu,Centre,fiji,2021, 0 , 0 , 9 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 4 , 0 , 0 , 0 , 0 , 0 
Ben Volavola,Fly half,fiji,2021, 27 , 0 , 13 , 5 , 1 , 0 , 21 , 0 , 24 , 3 , 7 , 11 , 6 , 2 , 5 , 2 , 0 , 0 
Eneriko Buliruarua,Wing,fiji,2021, 0 , 0 , 27 , 5 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 13 , 4 , 0 , 0 , 0 , 0 , 0 
Eroni Sau,Wing,fiji,2021, 0 , 0 , 31 , 6 , 0 , 1 , 1 , 0 , 1 , 0 , 0 , 7 , 2 , 0 , 0 , 2 , 0 , 1 
Frank Lomani,Scrum half,fiji,2021, 0 , 0 , 11 , 7 , 1 , 0 , 58 , 1 , 15 , 0 , 0 , 13 , 4 , 1 , 1 , 1 , 0 , 0 
Haereiti Hetet,,fiji,2021, 0 , 0 , 9 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 2 , 0 , 1 , 0 , 0 
Josua Tuisova,Wing,fiji,2021, 0 , 0 , 20 , 7 , 1 , 0 , 2 , 1 , 0 , 0 , 0 , 12 , 5 , 2 , 1 , 1 , 0 , 0 
Kini Murimurivalu,Fullback,fiji,2021, 0 , 0 , 15 , 6 , 2 , 0 , 4 , 0 , 3 , 0 , 0 , 2 , 4 , 1 , 3 , 3 , 1 , 0 
Lee-Roy Atalifo,,fiji,2021, 0 , 0 , 6 , 6 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 7 , 3 , 1 , 0 , 2 , 0 , 0 
Levani Botia,Centre,fiji,2021, 0 , 0 , 6 , 4 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 10 , 2 , 4 , 2 , 2 , 0 , 0 
Manasa Mataele,Wing,fiji,2021, 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 3 , 0 , 0 , 0 , 0 , 0 
Martial Lagain,,fiji,2021,,,,,,,,,,,,,,,,,,
MasivesiDakuwaqa,,fiji,2021, 0 , 0 , 0 , 3 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 7 , 2 , 0 , 0 , 0 , 0 , 0 
Mesake Doge,,fiji,2021, 0 , 0 , 11 , 8 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 15 , 2 , 0 , 0 , 5 , 0 , 0 
Mesulame Kunavula,,fiji,2021, 5 , 1 , 14 , 10 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 22 , 6 , 1 , 1 , 1 , 0 , 0 
Moses Sorovi,Scrum Half,fiji,2021, 0 , 0 , 0 , 0 , 0 , 0 , 10 , 0 , 2 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 
Nemani Nadolo,Left Wing,fiji,2021, 0 , 0 , 6 , 4 , 0 , 0 , 4 , 2 , 3 , 0 , 0 , 2 , 2 , 0 , 2 , 1 , 0 , 0 
Neville Edwards,Wing,fiji,2021,,,,,,,,,,,,,,,,,,
Nikola Matawalu,Left Wing,england,2021,,,,,,,,,,,,,,,,,,
Onisi Ratave,Right Wing,fiji,2021,,,,,,,,,,,,,,,,,,
Peniami Narisia,Centre,fiji,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 0 , 0 , 0 
Setariki Tuicuvu,Fullback,fiji,2021, 0 , 0 , 32 , 10 , 3 , 0 , 18 , 4 , 2 , 0 , 0 , 10 , 2 , 0 , 1 , 1 , 0 , 0 
Simione Kuruvoli,Scrum Half,fiji,2021, 0 , 0 , 5 , 2 , 2 , 0 , 44 , 0 , 2 , 0 , 0 , 2 , 1 , 0 , 3 , 0 , 0 , 0 
Teti Tela,Fly half,fiji,2021, 0 , 0 , 2 , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0 
